age,bmi,gender_num,activity_num,fitness_num,stress_num,meal_type_num,calorie_gap,protein_gap,calorie_ratio,is_vegetarian,is_vegan,is_diabetic,is_gluten_free,meals_per_day,sleep_quality,meal_calories,meal_protein,meal_carbs,meal_fat,meal_fiber,within_meal_class_band,accepted,goal_lose_weight,goal_gain_muscle,goal_maintain,goal_improve_health,goal_athletic_performance
56,23.6,0,2,3,4,2,1877.5,51.4,0.182,0,0,0,0,4,0,417.0,25.4,54.8,10.7,0.9,1,1,0,1,0,0,0
55,39.1,1,2,1,2,3,1824.7,38.7,0.077,1,1,0,0,2,1,152.8,11.6,24.1,1.1,1.4,1,1,1,0,0,0,0
30,33.9,1,3,1,3,4,1132.4,83.1,0.264,0,0,1,0,3,1,405.9,24.7,52.6,10.8,2.9,1,1,0,0,0,0,1
69,26.0,1,3,1,3,4,1231.0,-2.1,0.247,0,0,0,0,2,1,402.9,17.6,61.7,9.5,3.0,1,1,0,1,0,0,0
35,14.8,0,4,1,4,3,1783.7,-10.0,0.102,0,0,0,0,3,1,202.9,8.5,31.5,4.8,0.0,1,1,1,0,0,0,0
54,32.2,0,4,1,1,4,1835.0,99.4,0.163,0,0,1,0,2,1,356.9,27.9,38.0,10.4,1.5,1,1,0,0,1,0,0
26,28.3,0,2,2,4,2,2608.6,59.6,0.121,0,0,0,0,4,1,360.8,17.3,59.3,6.1,2.3,1,1,0,0,1,0,0
48,41.2,0,4,1,2,3,1745.4,48.8,0.093,0,0,0,0,2,0,178.2,10.5,29.2,2.2,1.9,1,1,0,0,0,1,0
25,29.7,1,3,1,2,4,1671.8,-12.5,0.215,0,0,0,0,3,1,459.2,11.2,91.8,5.2,4.8,1,1,0,0,0,1,0
25,51.3,1,3,3,2,1,1780.9,-24.1,0.076,0,0,0,0,3,0,147.3,5.0,21.2,4.8,2.0,1,1,0,0,0,0,1
16,22.5,0,5,3,2,4,2131.5,78.2,0.193,1,0,0,0,2,0,509.4,33.8,84.4,4.1,0.8,1,1,0,1,0,0,0
54,15.8,1,3,1,3,3,2078.9,45.1,0.091,1,0,0,0,2,0,208.6,8.1,29.9,6.3,1.2,1,1,0,1,0,0,0
58,37.1,0,3,2,2,4,2240.6,-24.3,0.178,0,0,0,0,3,0,485.4,28.2,57.8,15.7,1.7,1,1,0,0,0,0,1
58,22.2,1,3,1,2,4,2442.6,-16.0,0.146,0,0,0,0,3,1,418.4,35.5,57.9,4.9,4.4,1,1,1,0,0,0,0
38,29.5,0,2,3,1,1,1328.1,10.9,0.098,1,0,0,0,2,1,144.1,3.9,29.6,1.1,0.5,1,1,1,0,0,0,0
67,10.9,1,5,2,3,2,2550.4,65.7,0.168,0,0,0,0,3,1,514.1,14.7,89.1,11.0,3.7,1,1,0,1,0,0,0
68,26.2,1,4,2,2,3,1567.1,20.7,0.072,0,0,0,0,3,1,122.0,10.4,13.2,3.1,1.5,1,1,1,0,0,0,0
57,14.8,0,5,2,2,2,1982.9,1.7,0.228,0,0,0,1,4,1,586.3,41.1,93.0,5.5,0.3,1,1,0,0,1,0,0
59,16.1,1,3,3,4,2,1467.3,8.6,0.224,0,0,0,0,3,0,423.8,34.2,41.0,13.7,2.9,1,1,1,0,0,0,0
29,23.9,1,5,3,3,4,862.0,49.5,0.35,1,0,0,0,4,0,464.2,19.1,77.7,8.5,6.9,1,1,1,0,0,0,0
28,27.5,0,5,2,3,3,2306.7,46.7,0.03,1,0,0,0,2,0,70.3,6.0,10.3,0.6,0.2,1,1,1,0,0,0,0
51,20.9,0,1,1,4,3,2502.8,49.8,0.069,0,0,0,0,2,0,186.8,6.7,28.0,5.3,1.5,1,1,0,1,0,0,0
36,26.9,0,2,1,2,2,1636.6,52.9,0.193,1,1,1,0,3,0,390.8,16.8,75.9,2.2,1.4,1,1,1,0,0,0,0
27,16.7,1,3,3,2,1,2633.6,-2.3,0.065,1,0,0,0,3,0,181.9,14.7,17.9,5.7,0.2,1,1,0,1,0,0,0
42,37.9,1,2,2,1,4,2687.1,-26.2,0.121,0,0,0,0,4,0,369.5,15.6,60.9,7.1,0.9,1,1,0,0,0,1,0
58,24.4,0,4,1,3,2,2152.3,31.6,0.165,1,0,0,0,3,1,425.0,33.5,59.4,5.9,5.6,1,1,1,0,0,0,0
50,29.5,0,2,1,1,1,2149.9,-10.8,0.101,0,0,0,0,4,1,242.1,15.4,27.3,7.9,2.9,1,1,1,0,0,0,0
46,34.9,1,3,1,1,1,1607.3,62.1,0.166,1,1,0,0,3,0,320.6,26.1,33.1,9.3,1.3,1,1,0,1,0,0,0
34,23.8,0,4,1,2,3,2037.9,59.5,0.066,1,0,0,0,3,0,144.0,3.8,28.3,1.7,0.7,1,0,0,0,0,0,1
70,13.8,1,3,1,4,2,2417.3,-19.0,0.161,1,0,0,0,2,0,464.0,32.2,63.6,9.0,3.6,1,1,1,0,0,0,0
42,30.5,0,3,2,2,4,1860.8,12.9,0.214,0,0,0,0,3,1,506.8,27.8,72.6,11.7,4.0,1,1,0,0,1,0,0
33,20.3,0,3,1,1,3,2822.6,37.2,0.039,0,0,1,0,3,1,114.4,9.5,12.8,2.8,0.5,1,1,0,0,0,0,1
56,36.1,0,3,2,1,4,2418.6,72.0,0.135,0,0,0,0,3,0,378.7,32.4,38.4,10.6,2.7,1,1,0,0,0,1,0
41,30.8,0,3,1,2,4,1323.3,2.5,0.222,0,0,0,0,4,1,377.4,15.1,55.5,10.5,0.2,1,1,0,0,0,1,0
51,23.8,0,1,3,4,4,1891.9,42.5,0.184,0,0,0,0,4,0,425.3,12.2,72.0,9.8,3.5,1,0,1,0,0,0,0
63,34.3,0,3,2,1,4,1412.6,-28.3,0.201,0,0,0,0,3,1,355.2,5.8,67.5,6.9,2.3,1,1,1,0,0,0,0
40,19.7,0,4,1,2,4,784.1,-25.7,0.41,1,0,0,0,3,0,544.4,16.6,108.2,5.0,6.3,1,1,1,0,0,0,0
29,33.3,1,1,3,1,3,2669.6,15.3,0.071,0,0,0,0,3,1,205.5,5.7,41.4,1.9,2.2,1,1,1,0,0,0,0
56,44.8,1,4,1,2,3,1779.4,62.5,0.031,1,0,1,0,4,1,57.8,4.8,7.2,1.1,0.5,1,1,0,0,0,1,0
59,46.5,0,1,1,3,1,2325.1,49.8,0.119,0,0,0,0,3,0,313.1,24.6,34.6,8.5,2.5,1,1,1,0,0,0,0
67,24.2,0,2,1,4,3,2362.4,-19.9,0.043,0,0,0,0,2,0,105.1,3.7,18.2,2.0,0.8,1,1,1,0,0,0,0
68,30.3,0,3,1,2,4,1671.1,37.7,0.262,1,0,1,0,4,0,593.1,11.2,119.6,7.8,0.5,1,0,0,0,1,0,0
20,16.6,0,2,1,1,4,1500.7,4.9,0.274,1,0,0,0,3,0,565.1,49.4,70.9,9.3,4.1,1,1,0,1,0,0,0
50,15.8,1,1,1,2,2,757.6,12.0,0.456,0,0,0,0,3,1,635.9,48.8,94.0,7.2,4.3,1,1,0,0,0,1,0
67,14.1,1,3,1,2,3,1555.6,17.9,0.054,0,0,0,0,3,0,89.2,7.1,10.6,2.0,0.4,1,1,1,0,0,0,0
55,12.3,1,4,1,2,2,2139.6,56.4,0.238,0,0,0,0,4,1,666.5,40.8,95.7,13.3,0.5,1,1,0,0,0,0,1
58,43.2,0,4,2,2,1,2985.1,11.7,0.049,1,0,1,0,2,1,153.9,10.6,24.0,1.8,0.7,1,1,0,1,0,0,0
17,38.1,0,4,2,2,2,866.5,-3.3,0.392,1,0,0,0,3,1,557.7,29.3,91.3,8.4,5.9,1,1,1,0,0,0,0
22,27.0,1,3,3,2,1,1225.3,55.5,0.129,0,0,1,0,3,1,181.4,11.7,30.3,1.5,0.1,1,1,1,0,0,0,0
30,50.9,1,4,3,1,2,1186.9,92.3,0.278,0,0,0,0,3,1,457.0,9.7,76.0,12.7,4.8,1,1,0,1,0,0,0
33,35.7,1,4,1,3,4,962.3,32.9,0.375,0,0,0,1,4,0,578.0,13.8,112.8,8.0,6.2,1,1,0,0,0,0,1
53,43.6,0,2,3,1,4,1766.9,71.2,0.154,1,1,0,0,2,1,320.9,14.6,54.6,4.9,2.7,1,1,0,0,0,0,1
64,50.6,0,2,2,2,4,1684.8,48.5,0.23,0,0,0,1,3,0,502.8,28.1,88.2,4.2,5.0,1,1,1,0,0,0,0
60,44.5,0,1,1,3,1,1437.9,70.4,0.147,1,0,0,0,3,1,248.2,18.3,36.2,3.4,2.3,1,1,1,0,0,0,0
31,28.0,1,2,2,2,2,2240.4,76.2,0.183,0,0,0,0,3,0,502.7,31.8,62.8,13.8,3.5,1,1,0,0,1,0,0
45,33.0,0,4,1,4,4,1085.4,9.2,0.333,1,0,0,0,3,1,542.4,19.0,94.8,9.7,4.6,1,1,1,0,0,0,0
61,39.5,1,3,3,1,1,1697.0,59.0,0.051,0,0,0,0,2,1,92.1,7.3,11.7,1.8,1.2,1,1,0,0,0,0,1
70,34.3,1,4,1,2,4,2400.4,53.4,0.169,0,0,0,0,2,1,487.2,18.4,80.6,10.1,4.1,1,1,1,0,0,0,0
60,14.4,1,5,1,4,2,1421.8,-9.1,0.287,0,0,0,0,2,1,572.7,14.4,86.9,18.6,1.7,1,1,0,0,0,1,0
18,39.3,1,1,3,3,4,1888.2,96.2,0.198,1,1,1,0,2,0,467.5,9.0,80.1,12.4,5.9,1,1,0,0,1,0,0
57,41.8,1,2,2,1,4,2626.1,35.2,0.11,1,0,0,0,3,0,325.9,12.0,60.4,4.1,2.6,1,1,0,0,1,0,0
61,30.2,0,1,1,2,2,1000.9,-14.5,0.349,0,0,0,1,3,0,535.5,40.8,83.1,4.5,3.7,1,1,0,0,1,0,0
22,21.4,1,4,1,2,2,1706.7,-3.0,0.194,0,0,0,0,3,0,410.0,32.2,59.7,4.7,2.1,1,1,0,1,0,0,0
39,23.0,1,2,1,3,2,1503.9,1.4,0.242,0,0,0,1,3,0,481.1,11.5,96.7,5.3,5.4,1,1,0,1,0,0,0
59,38.4,1,5,2,2,2,2443.0,-0.1,0.201,1,0,0,0,4,1,615.4,46.6,72.8,15.3,0.6,1,1,1,0,0,0,0
59,37.7,0,3,1,2,3,2087.7,11.3,0.052,1,0,0,0,3,1,114.6,3.1,21.2,1.9,0.3,1,1,0,0,1,0,0
58,19.7,1,2,2,3,1,2429.8,78.0,0.038,0,0,0,0,2,1,96.1,5.6,14.0,1.9,1.1,1,1,1,0,0,0,0
65,39.6,0,1,1,1,2,2191.9,61.6,0.224,0,0,1,0,3,0,632.7,32.7,105.2,9.0,0.3,1,1,1,0,0,0,0
17,32.1,1,3,1,2,3,2611.5,61.4,0.066,0,0,0,0,3,1,184.6,14.0,20.3,5.3,1.5,1,1,0,1,0,0,0
59,36.8,0,1,2,1,3,1310.3,78.9,0.114,1,0,0,0,4,0,168.9,9.6,26.9,2.6,1.1,1,1,0,0,1,0,0
61,44.6,0,1,1,2,1,1391.2,18.8,0.131,0,0,0,0,4,1,208.9,17.0,26.5,3.9,0.5,1,1,0,0,0,0,1
35,34.2,0,1,1,4,2,1605.9,-12.5,0.271,1,0,0,0,4,0,596.3,15.3,116.8,7.5,0.9,1,1,0,1,0,0,0
52,20.6,1,3,1,1,1,1528.2,-20.8,0.12,1,0,0,0,3,0,208.3,17.6,31.1,1.5,0.1,1,1,1,0,0,0,0
17,14.6,1,1,2,2,2,2668.9,-19.5,0.146,1,0,0,1,3,0,457.0,21.0,60.4,14.6,3.4,1,1,1,0,0,0,0
46,19.7,1,2,3,2,2,2274.6,22.1,0.22,1,0,1,0,4,0,641.1,26.6,96.9,16.3,5.3,1,1,1,0,0,0,0
24,30.4,1,4,1,1,2,1380.2,-20.4,0.207,0,0,0,0,3,0,360.0,8.8,56.8,10.8,2.5,1,1,0,0,1,0,0
18,22.4,0,3,1,2,2,2346.4,-18.6,0.132,0,0,0,1,2,0,355.5,28.9,37.0,10.2,1.2,1,1,0,0,1,0,0
18,44.3,1,4,1,3,3,1858.4,58.0,0.032,0,0,1,0,3,1,61.0,0.8,11.2,1.5,0.9,1,1,0,1,0,0,0
45,40.5,1,5,1,2,1,1603.7,79.0,0.176,0,0,0,0,3,0,341.4,11.5,63.5,4.6,0.1,1,1,0,0,0,1,0
29,14.0,1,2,2,2,3,2048.2,66.1,0.075,1,0,0,0,3,0,165.9,12.1,17.1,5.5,1.6,1,1,0,0,0,0,1
34,20.3,0,4,2,2,4,1579.2,76.5,0.178,1,0,0,0,3,0,341.3,29.0,31.3,11.1,3.3,1,1,0,0,0,1,0
69,13.8,1,3,1,2,3,2427.4,79.6,0.053,1,0,0,0,3,0,137.1,11.5,17.2,2.5,1.9,1,1,0,1,0,0,0
23,24.7,0,3,2,1,2,2590.1,-3.9,0.178,0,0,0,0,3,1,560.2,26.3,89.9,10.6,1.8,1,1,0,0,0,1,0
43,14.7,1,1,2,1,3,2796.8,-10.8,0.037,0,0,0,0,4,1,108.8,2.8,16.8,3.4,1.0,1,1,0,0,0,0,1
42,19.3,0,4,2,3,4,1313.0,-27.8,0.189,0,0,1,0,3,1,305.7,23.1,40.3,5.8,4.2,1,1,0,0,1,0,0
22,29.4,1,1,1,2,2,1027.6,21.7,0.346,1,1,0,0,3,0,543.0,36.6,86.0,5.8,7.0,1,1,1,0,0,0,0
50,32.0,1,4,2,4,4,1215.9,-2.2,0.308,1,1,0,1,2,1,541.7,17.3,86.6,14.0,7.5,1,1,1,0,0,0,0
42,42.6,0,2,1,1,1,2830.0,-18.5,0.062,1,0,0,0,3,1,187.2,14.4,18.5,6.2,1.1,1,1,0,1,0,0,0
61,26.2,1,2,3,2,2,1917.8,25.0,0.155,0,0,0,0,2,0,352.7,12.9,57.7,7.8,4.0,1,1,1,0,0,0,0
44,17.0,1,5,1,1,1,2015.7,18.2,0.114,0,0,0,0,3,0,259.9,4.0,52.6,3.7,3.3,1,1,0,0,1,0,0
58,25.7,1,4,2,2,2,1263.2,99.9,0.33,0,0,0,0,4,0,621.8,50.7,86.0,8.3,6.4,1,1,0,0,0,1,0
24,17.1,1,1,3,2,1,1434.6,-25.7,0.177,1,0,0,0,4,1,308.3,26.6,33.6,7.5,0.7,1,1,0,1,0,0,0
41,45.1,1,2,1,4,2,2078.5,25.8,0.218,0,0,0,0,3,0,577.7,39.5,68.8,16.0,2.4,1,1,0,0,0,1,0
39,33.4,1,4,2,3,1,2742.2,78.3,0.04,0,0,1,0,4,0,114.8,8.6,16.2,1.7,0.5,1,1,0,1,0,0,0
26,15.0,0,1,2,2,1,1516.3,78.7,0.06,1,0,0,0,2,1,97.4,6.4,14.3,1.6,1.4,1,1,0,1,0,0,0
36,52.8,1,3,2,2,2,1666.8,-19.8,0.252,0,0,0,0,3,0,561.4,35.2,67.1,16.9,0.5,1,1,0,0,1,0,0
64,42.6,1,2,1,4,4,2651.1,31.9,0.165,0,0,1,0,3,0,522.9,42.3,73.9,6.4,4.9,1,1,0,0,0,1,0
54,30.6,1,3,2,2,4,2198.8,73.7,0.127,1,0,0,0,3,1,321.0,4.2,66.9,4.1,1.7,1,1,0,1,0,0,0
51,18.8,1,1,2,2,2,960.1,85.6,0.357,0,0,0,0,3,1,533.8,41.4,74.0,8.0,0.5,1,1,1,0,0,0,0
22,22.0,0,3,1,2,2,1292.5,-13.2,0.341,0,0,0,0,3,1,669.4,44.5,79.7,19.1,6.5,1,1,0,1,0,0,0
64,23.5,1,1,1,2,1,2776.3,5.9,0.112,0,0,0,0,3,1,349.4,28.4,40.8,8.0,0.6,1,1,0,1,0,0,0
16,22.4,0,3,2,3,1,1625.4,65.0,0.164,0,0,0,0,2,0,318.5,18.8,53.9,3.1,2.0,1,1,0,1,0,0,0
52,13.6,1,3,1,2,4,958.3,97.2,0.322,1,0,0,0,2,0,454.7,7.1,82.2,10.8,2.3,1,0,0,0,1,0,0
38,35.3,0,1,2,3,1,1689.3,44.9,0.146,1,0,0,0,3,1,287.7,17.1,43.1,5.2,2.3,1,1,0,0,1,0,0
25,16.2,1,2,2,1,3,2610.1,70.7,0.031,1,0,0,0,3,1,84.8,2.3,14.6,1.9,0.3,1,0,0,1,0,0,0
25,26.8,0,4,1,2,3,2748.8,72.5,0.057,0,0,0,1,3,0,167.4,7.4,24.7,4.4,0.9,1,1,1,0,0,0,0
42,12.4,0,3,3,1,1,2480.1,-15.5,0.04,0,0,0,0,3,1,103.2,1.9,21.2,1.2,1.0,1,1,0,1,0,0,0
20,13.1,0,3,1,2,3,2771.8,45.1,0.07,1,0,0,0,3,1,208.9,14.9,31.0,2.8,2.2,1,1,0,0,1,0,0
30,18.2,1,3,2,2,1,2486.2,97.9,0.108,1,0,0,0,3,1,301.0,10.0,49.5,7.0,3.6,1,1,1,0,0,0,0
52,25.0,0,2,1,2,4,1063.3,71.7,0.345,0,0,0,0,2,1,559.7,11.3,116.0,5.6,7.8,1,1,0,0,0,1,0
45,26.6,1,1,2,2,3,3069.3,79.9,0.015,0,0,0,0,3,0,46.9,1.8,6.6,1.5,0.2,1,1,0,1,0,0,0
36,22.4,1,2,2,3,2,2103.8,50.4,0.244,1,0,0,0,2,0,678.4,41.3,109.9,8.2,7.1,1,1,0,1,0,0,0
37,37.3,0,2,2,1,1,2193.3,61.3,0.037,1,0,0,0,2,1,84.7,6.9,8.9,2.4,1.0,1,0,0,1,0,0,0
63,33.3,1,3,1,3,3,3020.9,52.3,0.039,1,1,0,0,3,0,122.8,2.4,19.3,4.0,0.4,1,0,0,0,1,0,0
65,17.6,0,1,1,3,2,1120.5,-12.6,0.377,1,0,1,0,3,0,678.7,42.5,100.2,12.0,4.2,1,1,1,0,0,0,0
25,19.7,1,3,2,2,3,1201.9,60.6,0.12,0,0,0,0,3,0,163.2,3.1,28.9,3.9,0.8,1,1,1,0,0,0,0
63,16.3,0,3,2,3,2,1671.1,59.5,0.272,0,0,0,0,3,0,623.7,44.0,80.8,13.8,5.4,1,1,0,0,0,1,0
63,29.2,0,2,1,3,2,1052.6,-14.1,0.254,1,0,0,0,2,1,358.1,23.3,45.8,9.1,0.7,1,1,0,1,0,0,0
59,20.1,0,4,1,2,3,2842.1,-26.7,0.026,1,0,0,0,3,1,75.9,4.7,11.1,1.4,0.0,1,1,0,0,0,0,1
58,24.4,1,3,3,2,1,1406.8,50.5,0.157,0,0,0,0,3,1,262.1,7.9,40.7,7.5,2.2,1,1,1,0,0,0,0
56,21.0,0,1,2,1,2,1729.9,45.2,0.235,1,0,0,0,3,0,530.8,37.4,66.2,12.9,6.4,1,1,1,0,0,0,0
58,20.3,1,3,3,1,3,1770.7,25.4,0.092,0,0,0,0,3,0,179.7,11.3,22.1,5.2,2.0,1,1,1,0,0,0,0
68,20.6,1,1,1,1,3,2820.6,29.2,0.057,1,0,0,0,4,1,172.1,14.9,24.0,1.8,0.5,1,1,1,0,0,0,0
65,30.5,1,1,1,2,1,2123.0,89.6,0.085,1,0,0,0,3,0,197.6,17.2,26.8,2.4,1.2,1,1,0,0,0,0,1
23,24.6,1,2,1,3,3,1331.4,37.2,0.085,1,0,1,0,3,1,124.3,8.7,18.0,2.0,0.4,1,1,0,0,0,0,1
50,45.0,1,2,1,2,1,1234.5,82.3,0.054,0,0,0,0,3,0,69.8,1.4,14.7,0.6,0.4,1,1,1,0,0,0,0
66,49.8,1,4,3,2,3,1606.8,41.1,0.069,1,0,1,0,3,1,118.9,10.2,16.3,1.4,0.3,1,1,0,0,0,0,1
47,16.7,1,4,1,2,2,1346.6,96.1,0.339,0,0,0,0,3,0,690.1,42.3,99.9,13.5,6.2,1,1,0,0,1,0,0
29,26.5,1,3,2,1,3,3083.4,59.7,0.034,0,0,0,0,4,0,108.5,8.4,14.5,1.9,0.9,1,1,1,0,0,0,0
63,19.5,1,2,1,1,1,2051.8,78.9,0.054,0,0,0,0,3,0,116.6,3.1,17.4,3.8,0.7,1,1,0,1,0,0,0
53,15.5,1,5,2,2,2,1940.1,77.9,0.227,0,0,0,0,3,0,568.8,24.7,90.4,12.1,5.5,1,1,0,1,0,0,0
40,19.2,1,4,2,3,1,2712.9,24.0,0.086,1,0,0,0,4,1,254.2,4.2,48.8,4.7,3.0,1,0,0,1,0,0,0
38,19.6,1,3,2,1,4,1306.6,-21.3,0.222,0,0,0,0,4,1,371.9,11.5,54.6,11.9,4.0,1,1,0,0,1,0,0
27,18.4,0,1,2,2,3,2708.0,81.8,0.05,0,0,0,0,3,1,141.0,2.0,28.4,2.2,1.6,1,1,0,1,0,0,0
32,18.3,0,5,3,2,2,2092.9,41.5,0.248,0,0,0,0,3,1,691.5,40.9,91.0,18.2,3.7,1,1,1,0,0,0,0
54,34.8,1,2,1,3,4,1130.6,73.5,0.34,1,1,0,0,3,0,582.2,9.5,124.3,5.2,7.9,1,1,0,1,0,0,0
20,16.3,0,5,1,2,4,1911.4,-29.8,0.178,0,0,0,0,4,1,412.8,11.6,75.0,7.4,1.6,1,1,1,0,0,0,0
30,20.4,1,3,1,3,1,2043.5,56.7,0.127,0,0,0,0,3,1,296.1,14.0,55.0,2.2,2.1,1,1,0,1,0,0,0
58,21.5,0,2,2,3,4,2787.2,90.3,0.102,1,0,1,0,3,0,317.1,4.4,58.2,7.4,1.1,1,0,0,1,0,0,0
40,41.0,1,3,2,1,3,1294.9,11.5,0.096,0,0,1,0,2,0,137.4,9.8,19.5,2.2,1.6,1,1,0,1,0,0,0
40,19.5,1,5,2,2,4,1676.5,3.4,0.151,1,0,0,0,3,1,297.8,6.8,46.0,9.6,1.3,1,1,0,0,1,0,0
66,30.3,1,1,2,2,1,2039.1,-23.6,0.08,1,0,0,0,2,0,176.3,2.4,33.8,3.5,0.3,1,1,0,1,0,0,0
61,25.4,0,2,1,1,2,1111.7,52.9,0.386,1,0,1,0,3,0,699.4,11.3,120.9,19.0,3.9,1,0,1,0,0,0,0
66,23.0,1,4,1,1,2,2550.3,53.2,0.156,1,0,0,0,3,1,471.3,22.8,70.8,10.8,5.9,1,1,1,0,0,0,0
47,51.8,1,3,2,2,2,2219.5,36.3,0.146,1,0,0,0,4,0,379.4,26.9,41.1,11.9,0.2,1,1,0,0,0,1,0
58,21.1,1,2,2,3,2,1197.8,1.1,0.263,1,0,0,0,4,1,426.4,28.0,72.3,2.8,1.6,1,1,0,0,0,1,0
16,17.0,0,2,3,2,4,2226.0,79.5,0.165,0,0,0,0,4,1,439.7,23.3,74.7,5.3,3.3,1,1,1,0,0,0,0
31,39.5,1,2,1,2,2,1204.9,-2.8,0.365,1,1,1,0,3,1,691.4,59.6,101.3,5.3,6.5,1,1,0,0,0,1,0
22,22.1,1,4,1,2,4,2378.5,-8.3,0.136,1,0,0,0,4,0,375.9,24.8,44.1,11.2,4.7,1,1,0,1,0,0,0
46,34.5,1,5,2,2,2,2334.8,57.1,0.225,0,0,0,0,3,0,679.2,25.0,94.8,22.2,0.4,1,1,0,0,0,1,0
38,23.9,1,5,2,4,4,1963.0,90.6,0.175,0,0,0,0,4,0,417.6,27.3,66.8,4.6,5.7,1,1,1,0,0,0,0
34,35.7,0,2,1,3,3,1911.6,-5.2,0.021,1,0,0,0,3,1,41.4,3.0,4.7,1.2,0.5,1,1,1,0,0,0,0
53,18.5,0,4,1,2,1,2846.5,70.8,0.033,0,0,0,0,3,1,96.8,2.6,19.0,1.2,0.8,1,1,0,0,0,1,0
40,27.2,1,4,1,4,3,1763.8,8.3,0.043,1,0,0,0,2,0,78.4,3.9,10.5,2.3,1.1,1,0,0,0,0,0,1
30,46.8,0,1,1,3,3,2753.4,81.1,0.049,0,0,0,0,3,1,141.5,12.1,16.2,3.2,1.9,1,1,1,0,0,0,0
41,24.6,1,1,1,2,4,2472.8,97.0,0.185,1,1,0,0,4,1,560.9,16.2,102.0,9.8,7.9,1,1,0,0,0,0,1
63,30.0,0,1,1,4,3,1457.8,72.7,0.104,0,0,0,0,2,0,169.2,4.1,31.1,3.2,0.8,1,1,0,1,0,0,0
21,28.6,1,3,2,2,4,1757.3,-15.3,0.19,1,0,0,0,2,1,410.9,24.8,65.6,5.5,5.9,1,1,0,0,1,0,0
40,32.1,1,3,2,2,4,1617.2,51.4,0.179,1,0,0,0,4,1,353.4,18.9,48.6,9.3,3.3,1,1,1,0,0,0,0
37,31.8,1,4,1,1,1,2546.7,-27.9,0.045,1,1,0,1,3,0,120.8,10.4,16.7,1.4,1.2,1,1,1,0,0,0,0
61,13.0,0,2,2,2,1,1096.9,-17.9,0.167,1,0,0,0,3,1,220.7,6.5,35.7,5.8,2.5,1,1,1,0,0,0,0
42,35.0,0,2,1,2,1,2234.9,-25.9,0.044,1,1,0,0,2,1,103.8,4.9,18.9,1.0,1.0,1,1,1,0,0,0,0
34,18.9,1,2,1,2,1,2361.3,-27.2,0.071,0,0,0,0,3,1,181.7,2.3,40.0,1.4,0.9,1,1,1,0,0,0,0
23,26.5,0,4,1,2,4,1306.2,36.6,0.215,1,0,0,0,4,1,357.7,29.8,36.6,10.2,5.1,1,1,0,0,0,0,1
28,33.5,0,5,1,3,1,1434.3,-17.2,0.117,1,1,0,0,3,1,189.6,4.5,34.3,3.8,1.7,1,1,0,0,0,0,1
33,52.8,1,1,1,2,1,1731.5,-17.2,0.088,1,0,0,0,4,1,166.5,7.0,25.2,4.2,1.2,1,1,1,0,0,0,0
34,22.2,1,3,3,2,1,1285.3,-8.4,0.175,1,0,0,0,3,1,271.8,5.8,55.4,3.0,1.5,1,1,0,0,1,0,0
64,34.8,0,3,1,4,3,2628.4,53.4,0.049,0,0,0,0,2,1,136.4,5.6,25.5,1.4,0.7,1,0,0,0,1,0,0
27,19.2,0,2,1,3,2,972.3,7.5,0.412,1,0,0,0,3,1,682.0,47.6,75.2,21.2,1.4,1,1,0,0,0,0,1
32,51.4,0,2,3,3,2,1918.9,74.7,0.235,0,0,0,0,2,0,590.5,9.0,126.6,5.3,6.1,1,1,0,0,0,1,0
47,39.3,0,1,3,2,1,1845.2,-1.7,0.046,1,0,0,0,3,1,88.9,5.8,14.4,0.9,1.2,1,1,0,0,0,1,0
54,51.9,1,5,3,3,3,1478.4,71.4,0.101,0,0,0,0,3,1,166.9,8.3,29.3,1.8,1.1,1,1,1,0,0,0,0
55,26.6,0,4,2,2,1,2241.1,-11.6,0.03,1,0,0,0,3,0,68.1,1.2,11.4,2.0,0.5,1,1,1,0,0,0,0
50,36.4,1,2,2,2,3,1601.6,22.1,0.085,0,0,0,0,4,1,149.2,1.9,31.7,1.6,2.1,1,1,1,0,0,0,0
59,15.3,1,1,1,1,3,2867.2,82.5,0.041,1,0,0,0,4,0,121.2,9.3,12.6,3.8,0.9,1,1,1,0,0,0,0
24,45.4,1,3,2,2,4,1684.5,58.4,0.2,0,0,0,0,2,1,419.9,17.5,75.0,5.5,3.1,1,1,0,0,0,0,1
54,55.3,1,2,2,1,2,839.2,57.4,0.422,0,0,0,0,4,1,612.2,36.4,87.1,13.1,3.4,1,1,1,0,0,0,0
45,26.7,1,3,3,4,3,1242.6,46.5,0.092,0,0,1,0,3,1,125.6,3.4,20.7,3.2,0.5,1,0,1,0,0,0,0
50,10.9,1,1,1,1,1,1216.0,68.1,0.164,1,0,0,1,3,0,238.9,15.7,36.8,3.2,1.9,1,1,1,0,0,0,0
45,23.0,0,1,2,2,1,1658.4,2.3,0.096,0,0,0,0,2,0,176.1,4.7,32.9,2.9,0.3,1,1,0,0,0,1,0
24,41.0,0,2,1,1,1,1639.5,84.3,0.111,1,1,1,0,2,1,204.0,6.0,39.1,2.6,2.0,1,0,0,0,1,0,0
47,28.0,1,2,2,4,3,2646.3,87.6,0.053,0,0,0,0,2,0,148.5,4.5,27.6,2.2,1.8,1,1,1,0,0,0,0
40,28.3,0,4,1,4,4,1154.6,93.0,0.3,1,0,1,0,3,0,494.6,28.6,62.0,14.7,5.9,1,1,1,0,0,0,0
